UserId,AttractionId,Rating,VisitYear,VisitMonth,VisitMode,VisitModeName,Attraction,AttractionTypeId,AttractionTypeName,AttractionCityName,AttractionCountry,UserContinent,UserCountry
22222,841,4,2014,1,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22223,481,5,2014,8,2,Couples,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Asia,Sri Lanka
22225,824,5,2016,4,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,Malaysia
22226,481,5,2015,11,4,Friends,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Asia,India
22226,748,4,2016,1,3,Family,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,India
22226,824,5,2015,11,4,Friends,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,India
22228,673,5,2014,6,3,Family,Seminyak Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22229,640,4,2015,3,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Luxembourg
22229,841,5,2019,6,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Europe,Luxembourg
22238,841,5,2016,6,4,Friends,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Saudi Arabia
22242,369,4,2017,6,3,Family,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,India
22242,650,2,2017,6,3,Family,Sanur Beach,13,Beaches,Bali,Indonesia,Asia,India
22242,749,3,2017,6,3,Family,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Asia,India
22243,673,4,2015,12,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Asia,India
22245,824,5,2016,1,3,Family,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,India
22247,640,4,2019,8,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,India
22247,737,4,2019,9,4,Friends,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Asia,India
22249,481,5,2013,12,2,Couples,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Asia,India
22255,897,5,2017,1,4,Friends,Coban Rondo Waterfall,93,Waterfalls,Malang,Indonesia,Asia,Indonesia
22255,1166,5,2019,6,4,Friends,Malioboro Road,34,Flea & Street Markets,Yogyakarta,Indonesia,Asia,Indonesia
22257,749,4,2017,9,3,Family,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Asia,Singapore
22258,369,3,2017,9,2,Couples,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22258,841,4,2016,3,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22261,1278,5,2017,6,5,Solo,Ullen Sentalu Museum,45,History Museums,Yogyakarta,Indonesia,Asia,Indonesia
22263,748,5,2016,4,3,Family,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,India
22263,841,5,2016,4,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,India
22264,640,5,2013,10,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,United Arab Emirates
22265,369,5,2016,5,3,Family,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,Singapore
22266,737,5,2016,4,5,Solo,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Australia & Oceania,Australia
22267,841,3,2013,8,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22268,640,4,2017,1,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22268,748,4,2017,1,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22268,749,4,2017,1,2,Couples,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,United Kingdom
22270,748,3,2015,11,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,China
22270,824,4,2015,11,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,China
22275,640,5,2016,1,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Hungary
22275,748,4,2016,1,3,Family,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,Hungary
22277,748,5,2014,2,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,China
22280,841,4,2014,5,4,Friends,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Singapore
22286,673,3,2014,9,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22287,640,5,2017,5,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22287,841,5,2017,5,4,Friends,Waterbom Bali,92,Water Parks,Bali,Indonesia,America,United States
22289,369,4,2018,5,2,Couples,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,China
22291,640,4,2017,4,1,Business,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22292,640,5,2019,12,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Netherlands
22295,737,5,2016,4,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Africa,South Africa
22295,748,5,2016,5,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Africa,South Africa
22299,748,4,2017,1,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,Switzerland
22309,824,4,2013,5,4,Friends,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Australia & Oceania,Australia
22310,650,3,2016,4,4,Friends,Sanur Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22310,748,4,2016,4,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Australia & Oceania,Australia
22312,640,5,2018,10,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,China
22312,748,4,2018,10,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,China
22317,841,5,2016,10,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Japan
22324,841,5,2013,10,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,New Zealand
22325,369,2,2016,11,2,Couples,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22327,640,4,2013,12,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22327,841,5,2013,12,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Europe,United Kingdom
22330,369,4,2017,4,2,Couples,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22332,369,5,2016,6,3,Family,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22335,369,1,2017,8,5,Solo,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,Singapore
22336,841,5,2019,5,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Sri Lanka
22339,481,3,2014,4,3,Family,Nusa Dua Beach,13,Beaches,Bali,Indonesia,America,United States
22340,640,3,2019,5,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22340,748,3,2019,5,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,America,United States
22346,640,3,2017,1,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22350,824,5,2015,6,4,Friends,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,Singapore
22352,640,5,2016,12,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Singapore
22356,1297,2,2013,5,3,Family,Yogyakarta Palace,44,Historic Sites,Yogyakarta,Indonesia,America,United States
22358,824,3,2016,7,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Europe,United Kingdom
22359,640,5,2016,1,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22365,640,5,2019,7,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,India
22367,640,5,2016,12,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22367,650,5,2016,6,2,Couples,Sanur Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22367,673,4,2017,8,3,Family,Seminyak Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22367,737,5,2016,1,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Europe,United Kingdom
22367,748,5,2016,12,3,Family,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22367,841,5,2016,1,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Europe,United Kingdom
22369,481,4,2016,12,3,Family,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22370,888,5,2015,8,2,Couples,Bromo Tengger Semeru National Park,61,National Parks,Malang,Indonesia,Europe,United Kingdom
22375,824,2,2014,11,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,Singapore
22378,640,4,2018,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22378,749,5,2016,9,4,Friends,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,United Kingdom
22378,841,5,2017,5,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Europe,United Kingdom
22380,369,1,2017,1,5,Solo,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22380,640,3,2017,1,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22380,748,3,2019,8,5,Solo,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Australia & Oceania,Australia
22380,749,3,2019,8,5,Solo,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Australia & Oceania,Australia
22380,841,5,2016,7,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22387,640,3,2018,7,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22388,673,3,2017,11,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22389,640,5,2018,12,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22390,841,5,2019,9,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Africa,South Africa
22392,640,5,2016,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22396,640,4,2018,5,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22398,640,5,2016,7,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22398,749,4,2016,7,2,Couples,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Australia & Oceania,Australia
22400,640,5,2015,7,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22401,841,5,2013,9,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22406,640,5,2016,11,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22406,748,5,2016,11,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22406,841,5,2016,11,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Europe,United Kingdom
22409,748,4,2019,10,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22409,749,4,2017,10,5,Solo,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,United Kingdom
22410,640,4,2017,12,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22411,841,5,2013,1,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22412,640,4,2016,10,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Norway
22413,673,3,2015,4,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22414,640,5,2018,1,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Indonesia
22415,824,5,2015,4,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Europe,France
22417,640,4,2016,6,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22419,640,4,2015,8,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Belgium
22419,748,3,2015,8,3,Family,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,Belgium
22420,673,5,2015,6,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Europe,Belgium
22420,824,4,2015,6,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Europe,Belgium
22424,640,5,2019,6,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22424,748,2,2018,4,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22425,640,5,2015,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22428,640,5,2018,5,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Ireland
22428,749,4,2016,6,4,Friends,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,Ireland
22429,640,5,2019,2,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22430,640,5,2019,4,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22431,481,5,2018,10,2,Couples,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22431,640,5,2018,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22431,673,4,2018,10,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22431,748,4,2018,9,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22431,749,4,2019,10,2,Couples,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,United Kingdom
22432,841,5,2014,5,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22434,841,5,2016,3,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Indonesia
22438,369,5,2017,3,3,Family,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,Singapore
22443,841,5,2014,1,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22444,841,5,2016,5,4,Friends,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Philippines
22446,640,5,2017,10,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22448,748,3,2016,1,5,Solo,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Australia & Oceania,Australia
22453,841,5,2013,10,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22454,640,3,2015,6,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22463,640,4,2019,3,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Thailand
22464,640,4,2018,10,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22464,748,4,2018,10,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22464,749,3,2018,10,2,Couples,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,United Kingdom
22466,369,5,2016,4,2,Couples,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,India
22466,1238,4,2016,4,2,Couples,Sewu Temple,2,Ancient Ruins,Yogyakarta,Indonesia,Asia,India
22470,841,5,2016,4,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22473,640,5,2018,7,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Czech Republic
22474,640,5,2016,12,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22475,369,4,2016,4,4,Friends,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,India
22477,369,4,2017,8,2,Couples,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,India
22477,481,5,2017,8,2,Couples,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Asia,India
22478,640,4,2016,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22479,640,5,2019,2,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22479,748,5,2019,2,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,America,United States
22484,841,5,2013,7,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22489,369,5,2016,8,4,Friends,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,America,United States
22489,640,5,2016,10,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22489,737,5,2014,8,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,America,United States
22494,737,4,2015,5,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Asia,Indonesia
22496,640,1,2015,2,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22496,737,4,2015,2,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Australia & Oceania,Australia
22496,841,5,2015,12,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22497,673,4,2018,4,4,Friends,Seminyak Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22498,748,4,2014,8,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,Indonesia
22499,824,5,2016,7,4,Friends,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,Singapore
22500,640,3,2016,2,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,India
22501,748,4,2019,7,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,Ireland
22501,749,4,2019,6,2,Couples,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,Ireland
22502,481,5,2019,6,3,Family,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Europe,United Kingdom
22502,640,5,2019,6,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22505,369,3,2017,6,3,Family,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Asia,India
22507,824,5,2014,8,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Europe,Netherlands
22508,841,5,2015,10,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,America,United States
22510,640,4,2019,1,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,New Zealand
22510,841,5,2022,6,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,New Zealand
22514,640,4,2017,7,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22514,748,4,2017,7,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,United Kingdom
22517,650,4,2014,9,2,Couples,Sanur Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22518,640,4,2017,5,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22518,824,4,2017,5,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Europe,United Kingdom
22522,737,4,2017,3,3,Family,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Asia,Japan
22522,824,5,2017,3,3,Family,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,Japan
22523,640,5,2018,5,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22526,640,5,2013,1,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Indonesia
22528,640,4,2016,10,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22528,748,3,2016,10,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Australia & Oceania,Australia
22528,824,5,2016,9,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Australia & Oceania,Australia
22530,640,5,2014,11,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22530,737,4,2014,11,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Europe,United Kingdom
22530,749,3,2014,11,2,Couples,Tegenungan Waterfall,93,Waterfalls,Bali,Indonesia,Europe,United Kingdom
22531,640,4,2014,10,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,New Zealand
22531,841,5,2014,10,4,Friends,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,New Zealand
22532,640,5,2013,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Georgia
22534,673,3,2016,7,4,Friends,Seminyak Beach,13,Beaches,Bali,Indonesia,America,United States
22535,673,3,2016,9,4,Friends,Seminyak Beach,13,Beaches,Bali,Indonesia,Asia,Singapore
22536,748,5,2018,6,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,Malaysia
22537,369,5,2017,4,3,Family,Kuta Beach - Bali,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22537,673,5,2016,11,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22539,640,5,2018,3,4,Friends,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22539,737,4,2018,3,4,Friends,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Europe,United Kingdom
22544,640,5,2019,5,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
22545,650,3,2015,9,3,Family,Sanur Beach,13,Beaches,Bali,Indonesia,Asia,Philippines
22547,824,3,2016,11,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Europe,United Kingdom
22552,640,4,2019,7,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,Greece
22552,748,5,2019,7,3,Family,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Europe,Greece
22554,737,5,2014,7,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Australia & Oceania,Australia
22554,841,5,2016,8,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22557,640,5,2013,2,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Indonesia
22562,748,5,2016,2,2,Couples,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,Indonesia
22562,841,5,2016,2,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Asia,Indonesia
22564,640,5,2018,11,3,Family,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,America,United States
22565,748,5,2016,2,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,Cyprus
22567,481,3,2013,12,3,Family,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Asia,Malaysia
22581,640,4,2019,2,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Australia & Oceania,Australia
22581,650,4,2019,2,2,Couples,Sanur Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22587,841,2,2014,7,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22589,673,1,2015,6,2,Couples,Seminyak Beach,13,Beaches,Bali,Indonesia,Australia & Oceania,Australia
22593,748,5,2018,7,4,Friends,Tegalalang Rice Terrace,72,Points of Interest & Landmarks,Bali,Indonesia,Asia,China
22593,824,4,2022,6,2,Couples,Uluwatu Temple,76,Religious Sites,Bali,Indonesia,Asia,China
22594,640,4,2015,9,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Malaysia
22599,481,4,2015,1,2,Couples,Nusa Dua Beach,13,Beaches,Bali,Indonesia,Asia,Philippines
22599,737,4,2015,1,2,Couples,Tanah Lot Temple,76,Religious Sites,Bali,Indonesia,Asia,Philippines
22601,640,4,2019,12,2,Couples,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Asia,Japan
22603,841,4,2013,5,2,Couples,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22605,841,4,2014,9,3,Family,Waterbom Bali,92,Water Parks,Bali,Indonesia,Australia & Oceania,Australia
22608,841,5,2019,4,4,Friends,Waterbom Bali,92,Water Parks,Bali,Indonesia,Europe,United Kingdom
22609,640,5,2018,1,5,Solo,Sacred Monkey Forest Sanctuary,63,Nature & Wildlife Areas,Bali,Indonesia,Europe,United Kingdom
