AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionTypeName
1595,237,905,Botanical Garden - Santo Domingo,"Main Street, Santo Domingo, Dominican Republic",Park
1596,237,902,Ancient Temple - Santo Domingo,"Main Street, Santo Domingo, Dominican Republic",Temple
1597,237,901,Art Gallery - Santo Domingo,"Main Street, Santo Domingo, Dominican Republic",Museum
1598,238,903,Farmers' Market - George Town,"Main Street, George Town, Grand Cayman",Market
1599,238,905,National Park - George Town,"Main Street, George Town, Grand Cayman",Park
1600,238,903,Flea Market - George Town,"Main Street, George Town, Grand Cayman",Market
1601,238,903,Farmers' Market - George Town,"Main Street, George Town, Grand Cayman",Market
1602,239,903,Farmers' Market - Grand Cayman,"Main Street, Grand Cayman, Grand Cayman",Market
1603,239,904,Sunset Cove - Grand Cayman,"Main Street, Grand Cayman, Grand Cayman",Beach
1604,239,904,Paradise Beach - Grand Cayman,"Main Street, Grand Cayman, Grand Cayman",Beach
1605,239,901,History Museum - Grand Cayman,"Main Street, Grand Cayman, Grand Cayman",Museum
1606,240,904,Crystal Bay - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman",Beach
1607,240,905,National Park - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman",Park
1608,240,904,Paradise Beach - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman",Beach
1609,240,903,Night Market - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman",Market
1610,242,904,Sunset Cove - Kingston,"Main Street, Kingston, Jamaica",Beach
1611,242,901,Art Gallery - Kingston,"Main Street, Kingston, Jamaica",Museum
1612,242,902,Sacred Shrine - Kingston,"Main Street, Kingston, Jamaica",Temple
1613,242,901,Art Gallery - Kingston,"Main Street, Kingston, Jamaica",Museum
1614,241,902,Cathedral - Bluefields,"Main Street, Bluefields, Jamaica",Temple
1615,241,902,Grand Mosque - Bluefields,"Main Street, Bluefields, Jamaica",Temple
1616,241,903,Local Bazaar - Bluefields,"Main Street, Bluefields, Jamaica",Market
1617,241,904,Crystal Bay - Bluefields,"Main Street, Bluefields, Jamaica",Beach
1618,244,904,Crystal Bay - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico",Beach
1619,244,903,Night Market - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico",Market
1620,244,904,Crystal Bay - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico",Beach
1621,244,905,Botanical Garden - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico",Park
1622,246,902,Sacred Shrine - San Juan,"Main Street, San Juan, Puerto Rico",Temple
1623,246,904,Crystal Bay - San Juan,"Main Street, San Juan, Puerto Rico",Beach
1624,246,901,Cultural Heritage Center - San Juan,"Main Street, San Juan, Puerto Rico",Museum
1625,246,903,Farmers' Market - San Juan,"Main Street, San Juan, Puerto Rico",Market
1626,243,901,Art Gallery - Carolina,"Main Street, Carolina, Puerto Rico",Museum
1627,243,905,National Park - Carolina,"Main Street, Carolina, Puerto Rico",Park
1628,243,905,Wildlife Reserve - Carolina,"Main Street, Carolina, Puerto Rico",Park
1629,243,902,Sacred Shrine - Carolina,"Main Street, Carolina, Puerto Rico",Temple
1630,248,901,History Museum - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten",Museum
1631,248,904,Golden Sand Beach - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten",Beach
1632,248,901,History Museum - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten",Museum
1633,248,905,Wildlife Reserve - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten",Park
1634,250,901,Cultural Heritage Center - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten",Museum
1635,250,902,Cathedral - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten",Temple
1636,250,902,Sacred Shrine - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten",Temple
1637,250,903,Local Bazaar - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten",Market
1638,247,902,Grand Mosque - Maho,"Main Street, Maho, St Martin / St Maarten",Temple
1639,247,903,Farmers' Market - Maho,"Main Street, Maho, St Martin / St Maarten",Market
1640,247,901,Science Museum - Maho,"Main Street, Maho, St Martin / St Maarten",Museum
1641,247,904,Sunset Cove - Maho,"Main Street, Maho, St Martin / St Maarten",Beach
1642,252,903,Night Market - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago",Market
1643,252,901,History Museum - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago",Museum
1644,252,903,Flea Market - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago",Market
1645,252,902,Cathedral - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago",Temple
1646,254,901,Cultural Heritage Center - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago",Museum
1647,254,902,Sacred Shrine - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago",Temple
1648,254,903,Local Bazaar - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago",Market
1649,254,903,Farmers' Market - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago",Market
1650,251,902,Ancient Temple - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago",Temple
1651,251,905,Wildlife Reserve - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago",Park
1652,251,902,Ancient Temple - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago",Temple
1653,251,901,History Museum - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago",Museum
1654,256,904,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Beach
1655,256,901,History Museum - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Museum
1656,256,904,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Beach
1657,256,904,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Beach
1658,255,901,Science Museum - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands",Museum
1659,255,902,Cathedral - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands",Temple
1660,255,903,Night Market - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands",Market
1661,255,904,Golden Sand Beach - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands",Beach
1662,258,904,Paradise Beach - Caye Caulker,"Main Street, Caye Caulker, Belize",Beach
1663,258,902,Ancient Temple - Caye Caulker,"Main Street, Caye Caulker, Belize",Temple
1664,258,903,Local Bazaar - Caye Caulker,"Main Street, Caye Caulker, Belize",Market
1665,258,903,Night Market - Caye Caulker,"Main Street, Caye Caulker, Belize",Market
1666,260,904,Paradise Beach - San Ignacio,"Main Street, San Ignacio, Belize",Beach
1667,260,901,Cultural Heritage Center - San Ignacio,"Main Street, San Ignacio, Belize",Museum
1668,260,905,Wildlife Reserve - San Ignacio,"Main Street, San Ignacio, Belize",Park
1669,260,902,Sacred Shrine - San Ignacio,"Main Street, San Ignacio, Belize",Temple
1670,257,905,Botanical Garden - belize,"Main Street, belize, Belize",Park
1671,257,902,Cathedral - belize,"Main Street, belize, Belize",Temple
1672,257,901,Science Museum - belize,"Main Street, belize, Belize",Museum
1673,257,904,Golden Sand Beach - belize,"Main Street, belize, Belize",Beach
1674,269,902,Grand Mosque - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica",Temple
1675,269,901,History Museum - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica",Museum
1676,269,905,Wildlife Reserve - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica",Park
1677,269,905,National Park - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica",Park
1678,277,902,Grand Mosque - Playa Samara,"Main Street, Playa Samara, Costa Rica",Temple
1679,277,905,Wildlife Reserve - Playa Samara,"Main Street, Playa Samara, Costa Rica",Park
1680,277,901,History Museum - Playa Samara,"Main Street, Playa Samara, Costa Rica",Museum
1681,277,904,Paradise Beach - Playa Samara,"Main Street, Playa Samara, Costa Rica",Beach
1682,261,901,Art Gallery - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Museum
1683,261,905,Eco Park - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Park
1684,261,903,Farmers' Market - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Market
1685,261,901,Science Museum - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Museum
1686,286,903,Flea Market - El Remate,"Main Street, El Remate, Guatemala",Market
1687,286,903,Night Market - El Remate,"Main Street, El Remate, Guatemala",Market
1688,286,903,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala",Market
1689,286,903,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala",Market
1690,289,901,History Museum - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Museum
1691,289,904,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Beach
1692,289,903,Flea Market - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Market
1693,289,904,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Beach
1694,287,904,Crystal Bay - Guatemala,"Main Street, Guatemala, Guatemala",Beach
1695,287,903,Farmers' Market - Guatemala,"Main Street, Guatemala, Guatemala",Market
1696,287,902,Ancient Temple - Guatemala,"Main Street, Guatemala, Guatemala",Temple
1697,287,901,Science Museum - Guatemala,"Main Street, Guatemala, Guatemala",Museum
1698,291,902,Sacred Shrine - Roatan,"Main Street, Roatan, Honduras",Temple
1699,291,905,Eco Park - Roatan,"Main Street, Roatan, Honduras",Park
1700,291,905,National Park - Roatan,"Main Street, Roatan, Honduras",Park
1701,291,902,Grand Mosque - Roatan,"Main Street, Roatan, Honduras",Temple
1702,290,903,Flea Market - goprohonduras,"Main Street, goprohonduras, Honduras",Market
1703,290,905,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras",Park
1704,290,905,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras",Park
1705,290,901,Cultural Heritage Center - goprohonduras,"Main Street, goprohonduras, Honduras",Museum
1706,293,903,Flea Market - Leon,"Main Street, Leon, Nicaragua",Market
1707,293,902,Cathedral - Leon,"Main Street, Leon, Nicaragua",Temple
1708,293,905,Eco Park - Leon,"Main Street, Leon, Nicaragua",Park
1709,293,902,Sacred Shrine - Leon,"Main Street, Leon, Nicaragua",Temple
1710,295,902,Sacred Shrine - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Temple
1711,295,904,Golden Sand Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Beach
1712,295,904,Paradise Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Beach
1713,295,901,Science Museum - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Museum
1714,292,901,Cultural Heritage Center - Granada,"Main Street, Granada, Nicaragua",Museum
1715,292,905,Eco Park - Granada,"Main Street, Granada, Nicaragua",Park
1716,292,904,Golden Sand Beach - Granada,"Main Street, Granada, Nicaragua",Beach
1717,292,905,Wildlife Reserve - Granada,"Main Street, Granada, Nicaragua",Park
1718,297,901,History Museum - Colon,"Main Street, Colon, Panama",Museum
1719,297,904,Golden Sand Beach - Colon,"Main Street, Colon, Panama",Beach
1720,297,904,Paradise Beach - Colon,"Main Street, Colon, Panama",Beach
1721,297,905,Botanical Garden - Colon,"Main Street, Colon, Panama",Park
1722,300,901,History Museum - Penonome,"Main Street, Penonome, Panama",Museum
1723,300,902,Ancient Temple - Penonome,"Main Street, Penonome, Panama",Temple
1724,300,905,National Park - Penonome,"Main Street, Penonome, Panama",Park
1725,300,904,Crystal Bay - Penonome,"Main Street, Penonome, Panama",Beach
1726,298,902,Sacred Shrine - Panama,"Main Street, Panama, Panama",Temple
1727,298,903,Flea Market - Panama,"Main Street, Panama, Panama",Market
1728,298,903,Flea Market - Panama,"Main Street, Panama, Panama",Market
1729,298,901,Cultural Heritage Center - Panama,"Main Street, Panama, Panama",Museum
1730,310,901,Cultural Heritage Center - Antigonish,"Main Street, Antigonish, Canada",Museum
1731,310,902,Grand Mosque - Antigonish,"Main Street, Antigonish, Canada",Temple
1732,310,902,Sacred Shrine - Antigonish,"Main Street, Antigonish, Canada",Temple
1733,310,904,Golden Sand Beach - Antigonish,"Main Street, Antigonish, Canada",Beach
1734,547,901,Art Gallery - Trail,"Main Street, Trail, Canada",Museum
1735,547,902,Sacred Shrine - Trail,"Main Street, Trail, Canada",Temple
1736,547,902,Cathedral - Trail,"Main Street, Trail, Canada",Temple
1737,547,901,History Museum - Trail,"Main Street, Trail, Canada",Museum
1738,440,902,Cathedral - Montr̩al,"Main Street, Montr̩al, Canada",Temple
1739,440,904,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada",Beach
1740,440,905,National Park - Montr̩al,"Main Street, Montr̩al, Canada",Park
1741,440,904,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada",Beach
1742,584,905,Eco Park - Greenland,"Main Street, Greenland, Greenland",Park
1743,584,904,Paradise Beach - Greenland,"Main Street, Greenland, Greenland",Beach
1744,584,905,Botanical Garden - Greenland,"Main Street, Greenland, Greenland",Park
1745,584,905,National Park - Greenland,"Main Street, Greenland, Greenland",Park
1746,604,905,National Park - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Park
1747,604,902,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Temple
1748,604,903,Flea Market - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Market
1749,604,902,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Temple
1750,634,902,Grand Mosque - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Temple
1751,634,901,Art Gallery - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Museum
1752,634,902,Ancient Temple - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Temple
1753,634,905,Botanical Garden - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Park
1754,633,904,Paradise Beach - Tulum,"Main Street, Tulum, Mexico",Beach
1755,633,902,Ancient Temple - Tulum,"Main Street, Tulum, Mexico",Temple
1756,633,901,History Museum - Tulum,"Main Street, Tulum, Mexico",Museum
1757,633,902,Sacred Shrine - Tulum,"Main Street, Tulum, Mexico",Temple
1758,1217,903,Night Market - Incline Village,"Main Street, Incline Village, United States",Market
1759,1217,901,Art Gallery - Incline Village,"Main Street, Incline Village, United States",Museum
1760,1217,904,Crystal Bay - Incline Village,"Main Street, Incline Village, United States",Beach
1761,1217,901,Science Museum - Incline Village,"Main Street, Incline Village, United States",Museum
1762,1785,903,Local Bazaar - Safety Harbor,"Main Street, Safety Harbor, United States",Market
1763,1785,901,History Museum - Safety Harbor,"Main Street, Safety Harbor, United States",Museum
1764,1785,905,National Park - Safety Harbor,"Main Street, Safety Harbor, United States",Park
1765,1785,901,Science Museum - Safety Harbor,"Main Street, Safety Harbor, United States",Museum
1766,1021,902,Sacred Shrine - Evansville,"Main Street, Evansville, United States",Temple
1767,1021,905,Wildlife Reserve - Evansville,"Main Street, Evansville, United States",Park
1768,1021,901,Art Gallery - Evansville,"Main Street, Evansville, United States",Museum
1769,1021,904,Golden Sand Beach - Evansville,"Main Street, Evansville, United States",Beach
1770,2159,902,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Temple
1771,2159,902,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Temple
1772,2159,905,Eco Park - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Park
1773,2159,905,Wildlife Reserve - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Park
1774,2157,902,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Temple
1775,2157,905,Eco Park - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Park
1776,2157,903,Local Bazaar - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Market
1777,2157,902,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Temple
1778,2148,905,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina",Park
1779,2148,905,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina",Park
1780,2148,903,Flea Market - Argentina,"Main Street, Argentina, Argentina",Market
1781,2148,904,Crystal Bay - Argentina,"Main Street, Argentina, Argentina",Beach
1782,2161,903,Local Bazaar - Cochabamba,"Main Street, Cochabamba, Bolivia",Market
1783,2161,902,Grand Mosque - Cochabamba,"Main Street, Cochabamba, Bolivia",Temple
1784,2161,905,Botanical Garden - Cochabamba,"Main Street, Cochabamba, Bolivia",Park
1785,2161,905,Wildlife Reserve - Cochabamba,"Main Street, Cochabamba, Bolivia",Park
1786,2162,903,Flea Market - La Paz,"Main Street, La Paz, Bolivia",Market
1787,2162,905,Botanical Garden - La Paz,"Main Street, La Paz, Bolivia",Park
1788,2162,902,Ancient Temple - La Paz,"Main Street, La Paz, Bolivia",Temple
1789,2162,901,Art Gallery - La Paz,"Main Street, La Paz, Bolivia",Museum
1790,2163,902,Ancient Temple - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Temple
1791,2163,905,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Park
1792,2163,903,Farmers' Market - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Market
1793,2163,905,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Park
1794,2183,902,Cathedral - Jericoacoara,"Main Street, Jericoacoara, Brazil",Temple
1795,2183,905,National Park - Jericoacoara,"Main Street, Jericoacoara, Brazil",Park
1796,2183,904,Golden Sand Beach - Jericoacoara,"Main Street, Jericoacoara, Brazil",Beach
1797,2183,902,Sacred Shrine - Jericoacoara,"Main Street, Jericoacoara, Brazil",Temple
1798,2213,905,Botanical Garden - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Park
1799,2213,902,Ancient Temple - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Temple
1800,2213,904,Paradise Beach - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Beach
1801,2213,901,Science Museum - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Museum
1802,2212,904,Golden Sand Beach - Sorocaba,"Main Street, Sorocaba, Brazil",Beach
1803,2212,903,Night Market - Sorocaba,"Main Street, Sorocaba, Brazil",Market
1804,2212,905,Botanical Garden - Sorocaba,"Main Street, Sorocaba, Brazil",Park
1805,2212,902,Grand Mosque - Sorocaba,"Main Street, Sorocaba, Brazil",Temple
1806,2228,903,Night Market - Valparaiso,"Main Street, Valparaiso, Chile",Market
1807,2228,903,Local Bazaar - Valparaiso,"Main Street, Valparaiso, Chile",Market
1808,2228,905,Wildlife Reserve - Valparaiso,"Main Street, Valparaiso, Chile",Park
1809,2228,901,Science Museum - Valparaiso,"Main Street, Valparaiso, Chile",Museum
1810,2227,902,Cathedral - Valdivia,"Main Street, Valdivia, Chile",Temple
1811,2227,902,Cathedral - Valdivia,"Main Street, Valdivia, Chile",Temple
1812,2227,904,Golden Sand Beach - Valdivia,"Main Street, Valdivia, Chile",Beach
1813,2227,905,Eco Park - Valdivia,"Main Street, Valdivia, Chile",Park
1814,2218,903,Night Market - Chile,"Main Street, Chile, Chile",Market
1815,2218,902,Cathedral - Chile,"Main Street, Chile, Chile",Temple
1816,2218,905,Eco Park - Chile,"Main Street, Chile, Chile",Park
1817,2218,903,Farmers' Market - Chile,"Main Street, Chile, Chile",Market
1818,2231,902,Grand Mosque - Cali,"Main Street, Cali, Colombia",Temple
1819,2231,904,Paradise Beach - Cali,"Main Street, Cali, Colombia",Beach
1820,2231,904,Sunset Cove - Cali,"Main Street, Cali, Colombia",Beach
1821,2231,902,Ancient Temple - Cali,"Main Street, Cali, Colombia",Temple
1822,2235,901,Science Museum - Popayan,"Main Street, Popayan, Colombia",Museum
1823,2235,904,Golden Sand Beach - Popayan,"Main Street, Popayan, Colombia",Beach
1824,2235,904,Paradise Beach - Popayan,"Main Street, Popayan, Colombia",Beach
1825,2235,901,Cultural Heritage Center - Popayan,"Main Street, Popayan, Colombia",Museum
1826,2230,904,Crystal Bay - Bogota,"Main Street, Bogota, Colombia",Beach
1827,2230,902,Ancient Temple - Bogota,"Main Street, Bogota, Colombia",Temple
1828,2230,904,Crystal Bay - Bogota,"Main Street, Bogota, Colombia",Beach
1829,2230,901,Science Museum - Bogota,"Main Street, Bogota, Colombia",Museum
1830,2238,903,Night Market - Cuenca,"Main Street, Cuenca, Ecuador",Market
1831,2238,903,Farmers' Market - Cuenca,"Main Street, Cuenca, Ecuador",Market
1832,2238,903,Local Bazaar - Cuenca,"Main Street, Cuenca, Ecuador",Market
1833,2238,902,Sacred Shrine - Cuenca,"Main Street, Cuenca, Ecuador",Temple
1834,2239,902,Sacred Shrine - Guayaquil,"Main Street, Guayaquil, Ecuador",Temple
1835,2239,901,Science Museum - Guayaquil,"Main Street, Guayaquil, Ecuador",Museum
1836,2239,905,National Park - Guayaquil,"Main Street, Guayaquil, Ecuador",Park
1837,2239,904,Golden Sand Beach - Guayaquil,"Main Street, Guayaquil, Ecuador",Beach
1838,2243,903,Night Market - Tena,"Main Street, Tena, Ecuador",Market
1839,2243,902,Grand Mosque - Tena,"Main Street, Tena, Ecuador",Temple
1840,2243,905,Eco Park - Tena,"Main Street, Tena, Ecuador",Park
1841,2243,904,Golden Sand Beach - Tena,"Main Street, Tena, Ecuador",Beach
1842,2246,905,Botanical Garden - Cusco,"Main Street, Cusco, Peru",Park
1843,2246,903,Farmers' Market - Cusco,"Main Street, Cusco, Peru",Market
1844,2246,903,Night Market - Cusco,"Main Street, Cusco, Peru",Market
1845,2246,904,Crystal Bay - Cusco,"Main Street, Cusco, Peru",Beach
1846,2248,903,Flea Market - Santa Lucia,"Main Street, Santa Lucia, Peru",Market
1847,2248,902,Ancient Temple - Santa Lucia,"Main Street, Santa Lucia, Peru",Temple
1848,2248,905,Wildlife Reserve - Santa Lucia,"Main Street, Santa Lucia, Peru",Park
1849,2248,903,Farmers' Market - Santa Lucia,"Main Street, Santa Lucia, Peru",Market
1850,2245,903,Flea Market - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Market
1851,2245,905,Wildlife Reserve - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Park
1852,2245,904,Sunset Cove - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Beach
1853,2245,901,Art Gallery - Aguas Calientes,"Main Street, Aguas Calientes, Peru",Museum
1854,2249,903,Flea Market - Paramaribo,"Main Street, Paramaribo, Suriname",Market
1855,2249,902,Grand Mosque - Paramaribo,"Main Street, Paramaribo, Suriname",Temple
1856,2249,904,Paradise Beach - Paramaribo,"Main Street, Paramaribo, Suriname",Beach
1857,2249,905,Botanical Garden - Paramaribo,"Main Street, Paramaribo, Suriname",Park
1858,2251,905,Wildlife Reserve - Punta del Este,"Main Street, Punta del Este, Uruguay",Park
1859,2251,902,Ancient Temple - Punta del Este,"Main Street, Punta del Este, Uruguay",Temple
1860,2251,901,History Museum - Punta del Este,"Main Street, Punta del Este, Uruguay",Museum
1861,2251,901,Art Gallery - Punta del Este,"Main Street, Punta del Este, Uruguay",Museum
1862,2250,903,Farmers' Market - Montevideo,"Main Street, Montevideo, Uruguay",Market
1863,2250,902,Ancient Temple - Montevideo,"Main Street, Montevideo, Uruguay",Temple
1864,2250,902,Grand Mosque - Montevideo,"Main Street, Montevideo, Uruguay",Temple
1865,2250,901,History Museum - Montevideo,"Main Street, Montevideo, Uruguay",Museum
1866,2252,902,Ancient Temple - Caracas,"Main Street, Caracas, Venezuela",Temple
1867,2252,902,Sacred Shrine - Caracas,"Main Street, Caracas, Venezuela",Temple
1868,2252,901,History Museum - Caracas,"Main Street, Caracas, Venezuela",Museum
1869,2252,905,Botanical Garden - Caracas,"Main Street, Caracas, Venezuela",Park
1870,2253,901,History Museum - Asia,"Main Street, Asia, Asia",Museum
1871,2253,902,Grand Mosque - Asia,"Main Street, Asia, Asia",Temple
1872,2253,901,History Museum - Asia,"Main Street, Asia, Asia",Museum
1873,2253,905,Botanical Garden - Asia,"Main Street, Asia, Asia",Park
1874,2254,904,Crystal Bay - Yerevan,"Main Street, Yerevan, Armenia",Beach
1875,2254,905,Botanical Garden - Yerevan,"Main Street, Yerevan, Armenia",Park
1876,2254,903,Flea Market - Yerevan,"Main Street, Yerevan, Armenia",Market
1877,2254,902,Cathedral - Yerevan,"Main Street, Yerevan, Armenia",Temple
1878,2255,905,National Park - Aktau,"Main Street, Aktau, Kazakhstan",Park
1879,2255,903,Local Bazaar - Aktau,"Main Street, Aktau, Kazakhstan",Market
1880,2255,905,Botanical Garden - Aktau,"Main Street, Aktau, Kazakhstan",Park
1881,2255,902,Ancient Temple - Aktau,"Main Street, Aktau, Kazakhstan",Temple
1882,2256,901,Science Museum - Almaty,"Main Street, Almaty, Kazakhstan",Museum
1883,2256,904,Paradise Beach - Almaty,"Main Street, Almaty, Kazakhstan",Beach
1884,2256,904,Crystal Bay - Almaty,"Main Street, Almaty, Kazakhstan",Beach
1885,2256,902,Grand Mosque - Almaty,"Main Street, Almaty, Kazakhstan",Temple
1886,2260,905,Botanical Garden - Kaztsik,"Main Street, Kaztsik, Kazakhstan",Park
1887,2260,903,Farmers' Market - Kaztsik,"Main Street, Kaztsik, Kazakhstan",Market
1888,2260,904,Sunset Cove - Kaztsik,"Main Street, Kaztsik, Kazakhstan",Beach
1889,2260,902,Ancient Temple - Kaztsik,"Main Street, Kaztsik, Kazakhstan",Temple
1890,2261,902,Sacred Shrine - Bishkek,"Main Street, Bishkek, Kyrgyzstan",Temple
1891,2261,904,Golden Sand Beach - Bishkek,"Main Street, Bishkek, Kyrgyzstan",Beach
1892,2261,901,Science Museum - Bishkek,"Main Street, Bishkek, Kyrgyzstan",Museum
1893,2261,902,Cathedral - Bishkek,"Main Street, Bishkek, Kyrgyzstan",Temple
1894,2263,902,Grand Mosque - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia",Temple
1895,2263,902,Grand Mosque - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia",Temple
1896,2263,902,Cathedral - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia",Temple
1897,2263,903,Night Market - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia",Market
1898,2262,901,History Museum - Mongolia,"Main Street, Mongolia, Mongolia",Museum
1899,2262,902,Sacred Shrine - Mongolia,"Main Street, Mongolia, Mongolia",Temple
1900,2262,901,History Museum - Mongolia,"Main Street, Mongolia, Mongolia",Museum
1901,2262,904,Crystal Bay - Mongolia,"Main Street, Mongolia, Mongolia",Beach
1902,2264,905,Wildlife Reserve - Ashgabat,"Main Street, Ashgabat, Turkmenistan",Park
1903,2264,904,Sunset Cove - Ashgabat,"Main Street, Ashgabat, Turkmenistan",Beach
1904,2264,902,Ancient Temple - Ashgabat,"Main Street, Ashgabat, Turkmenistan",Temple
1905,2264,903,Flea Market - Ashgabat,"Main Street, Ashgabat, Turkmenistan",Market
1906,2265,904,Paradise Beach - Tavaksay,"Main Street, Tavaksay, Uzbekistan",Beach
